城市,日期,质量等级,AQI,AQI排名,PM2.5,PM10,So2,No2,Co,O3
兰州,2016-5-8,轻度污染,112,360,64,172,16,47,1,69
兰州,2016-5-9,良,74,279,35,90,8,26,1,94
兰州,2016-5-10,良,95,318,48,117,12,59,1,92
兰州,2016-5-11,中度污染,179,353,99,385,18,53,1,87
兰州,2016-5-12,良,96,257,32,105,6,18,0,140
兰州,2016-5-13,良,92,321,33,132,10,36,1,95
兰州,2016-5-14,良,63,200,32,71,4,27,1,88
兰州,2016-5-15,轻度污染,109,363,60,161,11,53,1,77
兰州,2016-5-16,良,72,263,39,81,11,59,1,77
兰州,2016-5-17,良,65,114,44,78,6,27,1,87
兰州,2016-5-18,良,70,133,41,73,9,47,1,84
兰州,2016-5-19,良,66,123,28,62,9,31,1,105
兰州,2016-5-20,轻度污染,125,339,75,184,11,14,1,82
兰州,2016-5-21,优,39,79,24,37,5,20,1,62
兰州,2016-5-22,优,32,31,19,26,7,18,1,62
兰州,2016-5-23,优,40,69,21,33,5,29,1,89
兰州,2016-5-24,良,73,235,39,92,14,30,1,82
兰州,2016-5-25,优,45,67,21,43,4,18,1,78
兰州,2016-5-26,优,49,126,24,44,4,28,1,82
兰州,2016-5-27,良,64,235,31,72,7,35,1,101
兰州,2016-5-28,良,86,307,52,118,15,60,1,68
兰州,2016-5-29,良,82,304,43,96,12,50,1,94
兰州,2016-5-30,良,69,191,32,76,7,35,1,92
兰州,2016-5-31,良,68,193,39,82,8,33,1,82
兰州,2016-6-1,良,74,295,49,93,9,48,1,62
兰州,2016-6-2,良,70,257,42,86,10,44,1,68
兰州,2016-6-3,良,84,303,39,100,13,52,1,87
兰州,2016-6-4,良,52,154,22,52,7,32,1,66
兰州,2016-6-5,良,79,295,31,84,11,50,1,85
兰州,2016-6-6,良,74,248,35,95,13,55,1,67
兰州,2016-6-7,良,63,186,28,55,8,32,1,89
兰州,2016-6-8,优,50,104,19,40,5,24,1,86
兰州,2016-6-9,良,53,134,25,57,9,38,1,62
兰州,2016-6-10,良,63,201,29,70,9,42,1,72
兰州,2016-6-11,良,88,322,48,125,12,43,1,57
兰州,2016-6-12,良,66,265,31,69,7,48,1,75
兰州,2016-6-13,良,75,276,30,93,8,50,1,71
兰州,2016-6-14,轻度污染,109,356,49,166,7,24,1,49
兰州,2016-6-15,良,55,196,27,61,10,21,1,50
兰州,2016-6-16,良,70,237,30,83,10,47,1,81
兰州,2016-6-17,良,79,259,35,105,14,55,1,66
兰州,2016-6-18,良,96,321,53,138,21,77,1,59
兰州,2016-6-19,良,80,297,40,99,12,48,1,79
兰州,2016-6-20,良,59,221,33,72,7,39,1,56
兰州,2016-6-21,良,76,303,43,85,8,41,1,82
兰州,2016-6-22,良,80,320,50,104,21,58,1,79
兰州,2016-6-23,良,53,212,32,53,8,25,1,74
兰州,2016-6-24,良,77,351,46,94,7,58,1,55
兰州,2016-6-25,良,71,303,30,67,6,40,1,86
兰州,2016-6-26,良,68,251,36,81,4,28,1,88
兰州,2016-6-27,轻度污染,112,350,59,168,9,42,1,81
兰州,2016-6-28,良,80,297,35,101,8,71,1,59
兰州,2016-6-29,良,100,348,44,125,17,58,1,94
兰州,2016-6-30,良,69,282,27,80,8,44,1,73
兰州,2016-7-1,良,78,340,33,100,11,46,1,83
兰州,2016-7-2,良,91,342,37,99,12,53,1,105
兰州,2016-7-3,良,82,307,26,90,10,41,1,112
兰州,2016-7-4,良,80,296,33,96,8,36,1,99
兰州,2016-7-5,良,65,256,31,79,4,19,1,80
兰州,2016-7-6,良,55,222,24,60,4,21,1,68
兰州,2016-7-7,良,52,210,20,55,4,21,1,63
兰州,2016-7-8,良,51,192,20,55,5,23,1,56
兰州,2016-7-9,良,71,300,36,92,4,26,1,45
兰州,2016-7-10,良,56,220,35,61,5,19,1,44
兰州,2016-7-11,优,33,46,20,30,4,21,1,57
兰州,2016-7-12,良,63,267,31,56,5,34,1,81
兰州,2016-7-13,良,57,241,24,60,4,38,1,63
兰州,2016-7-14,良,61,263,30,68,5,42,1,64
兰州,2016-7-15,良,80,351,28,83,9,45,1,87
兰州,2016-7-16,良,64,273,24,76,8,39,1,72
兰州,2016-7-17,良,83,302,34,111,11,51,1,74
兰州,2016-7-18,优,46,137,22,39,4,24,1,82
兰州,2016-7-19,良,72,311,33,71,7,42,1,88
兰州,2016-7-20,良,75,337,32,81,7,44,1,89
兰州,2016-7-21,良,94,356,48,136,9,46,1,73
兰州,2016-7-22,良,89,343,51,112,5,33,1,93
兰州,2016-7-23,良,67,257,23,64,5,33,1,91
兰州,2016-7-24,良,51,135,18,36,4,14,1,98
兰州,2016-7-25,良,63,220,31,73,6,39,1,60
兰州,2016-7-26,良,69,262,30,75,5,38,1,90
兰州,2016-7-27,良,83,320,32,94,9,43,1,93
兰州,2016-7-28,良,83,296,28,82,10,49,1,96
兰州,2016-7-29,良,77,259,31,91,9,42,1,91
兰州,2016-7-30,良,61,185,26,61,4,22,1,85
兰州,2016-7-31,良,60,222,20,54,5,17,1,89
兰州,2016-8-1,良,58,235,19,56,4,18,1,89
兰州,2016-8-2,良,57,240,19,61,4,21,1,78
兰州,2016-8-3,良,60,267,23,64,3,20,1,83
兰州,2016-8-4,良,63,275,28,68,5,21,1,88
兰州,2016-8-5,良,72,308,27,82,6,32,1,90
兰州,2016-8-6,良,80,337,37,101,10,43,1,95
兰州,2016-8-7,良,100,364,39,112,11,51,1,103
兰州,2016-8-8,良,77,349,25,75,4,26,1,115
兰州,2016-8-9,良,67,296,26,71,4,19,1,102
兰州,2016-8-10,良,100,354,39,147,5,19,1,89
兰州,2016-8-11,良,63,284,23,66,6,23,1,87
兰州,2016-8-12,良,73,326,32,91,6,23,1,84
兰州,2016-8-13,良,68,304,27,78,7,22,1,86
兰州,2016-8-14,良,63,277,32,74,6,18,1,83
兰州,2016-8-15,良,52,219,33,56,3,35,1,77
兰州,2016-8-16,良,79,330,46,98,4,52,1,82
兰州,2016-8-17,良,67,256,32,76,4,31,1,82
兰州,2016-8-18,优,47,134,22,49,9,15,1,72
兰州,2016-8-19,优,43,130,17,38,8,17,1,80
兰州,2016-8-20,良,52,187,24,55,10,21,1,74
兰州,2016-8-21,良,77,316,46,96,9,29,1,89
兰州,2016-8-22,良,64,233,41,76,5,20,1,83
兰州,2016-8-23,优,34,18,18,32,4,21,1,55
兰州,2016-8-24,优,42,36,23,42,4,25,1,49
兰州,2016-8-25,优,40,78,16,30,3,14,1,78
兰州,2016-8-26,良,53,256,22,53,8,31,1,67
兰州,2016-8-27,良,65,303,29,78,6,44,1,57
兰州,2016-8-28,良,76,296,31,87,6,46,1,83
兰州,2016-8-29,良,55,121,30,59,4,30,1,67
兰州,2016-8-30,良,67,217,32,77,5,50,1,72
兰州,2016-8-31,良,85,270,43,119,9,64,1,54
兰州,2016-9-1,良,83,306,42,106,9,58,1,72
兰州,2016-9-2,良,84,305,38,115,12,56,1,53
兰州,2016-9-3,良,74,229,40,96,6,49,1,66
兰州,2016-9-4,良,87,280,45,120,8,56,1,67
兰州,2016-9-5,良,78,247,37,104,11,52,1,60
兰州,2016-9-6,良,54,171,23,44,5,35,1,88
兰州,2016-9-7,良,78,320,38,103,10,67,1,67
兰州,2016-9-8,良,80,282,39,105,10,56,1,70
兰州,2016-9-9,良,57,171,24,52,5,34,1,92
兰州,2016-9-10,良,73,265,37,94,8,52,1,56
兰州,2016-9-11,良,73,284,36,91,12,46,1,71
兰州,2016-9-12,良,52,145,26,47,4,36,1,79
兰州,2016-9-13,良,67,228,34,79,6,49,1,65
兰州,2016-9-14,良,70,234,43,87,6,45,1,63
兰州,2016-9-15,良,66,244,39,77,6,48,1,70
兰州,2016-9-16,良,70,277,37,84,6,41,1,76
兰州,2016-9-17,良,56,208,29,59,6,25,1,85
兰州,2016-9-18,良,55,212,34,58,4,35,1,61
兰州,2016-9-19,良,74,329,44,95,7,49,1,56
兰州,2016-9-20,良,73,300,37,91,8,54,1,68
兰州,2016-9-21,良,77,261,36,102,8,60,1,56
兰州,2016-9-22,良,87,284,40,122,9,59,1,45
兰州,2016-9-23,良,82,240,45,113,11,63,1,49
兰州,2016-9-24,良,80,228,41,108,12,58,1,51
兰州,2016-9-25,良,67,193,29,80,7,50,1,61
兰州,2016-9-26,良,80,254,35,107,8,36,1,64
兰州,2016-9-27,良,67,248,32,86,5,22,1,63
兰州,2016-9-28,良,67,321,39,83,7,42,1,57
兰州,2016-9-29,良,73,315,41,95,10,55,1,44
兰州,2016-9-30,良,79,292,42,106,14,65,1,59
兰州,2016-10-1,良,79,280,38,105,12,51,1,56
兰州,2016-10-2,良,90,308,36,127,14,66,1,58
兰州,2016-10-3,中度污染,155,350,68,257,18,43,1,70
兰州,2016-10-4,良,81,296,32,111,5,22,1,73
兰州,2016-10-5,良,79,300,35,106,10,41,1,51
兰州,2016-10-6,良,56,160,29,62,14,32,1,49
兰州,2016-10-7,良,64,252,25,75,17,26,1,65
兰州,2016-10-8,良,84,345,38,116,12,54,1,48
兰州,2016-10-9,良,60,241,37,67,7,38,1,66
兰州,2016-10-10,良,70,279,43,87,12,54,1,38
兰州,2016-10-11,良,95,335,66,126,13,69,1,26
兰州,2016-10-12,良,82,283,53,110,17,59,1,35
兰州,2016-10-13,良,81,275,46,109,14,53,1,49
兰州,2016-10-14,良,61,193,33,70,10,44,1,35
兰州,2016-10-15,良,79,276,51,106,13,56,1,46
兰州,2016-10-16,良,77,276,35,102,10,45,1,53
兰州,2016-10-17,良,86,299,49,119,14,61,2,43
兰州,2016-10-18,良,96,284,50,140,18,62,1,44
兰州,2016-10-19,良,84,237,45,115,15,49,1,32
兰州,2016-10-20,轻度污染,122,336,52,160,15,31,1,49
兰州,2016-10-21,轻度污染,114,348,49,173,13,19,1,77
兰州,2016-10-22,优,49,228,28,51,9,31,1,50
兰州,2016-10-23,良,82,352,56,100,13,51,1,22
兰州,2016-10-24,良,53,217,34,56,11,34,1,47
兰州,2016-10-25,良,66,254,38,81,15,46,1,36
兰州,2016-10-26,良,75,297,47,97,15,55,1,40
兰州,2016-10-27,良,51,211,30,58,11,20,1,63
兰州,2016-10-28,优,41,154,20,36,12,26,1,58
兰州,2016-10-29,良,60,279,39,71,10,41,1,42
兰州,2016-10-30,良,77,316,49,101,15,37,1,43
兰州,2016-10-31,良,98,355,51,141,18,62,1,35
兰州,2016-11-1,轻度污染,104,342,63,156,22,65,2,31
兰州,2016-11-2,轻度污染,114,312,76,174,28,85,2,35
兰州,2016-11-3,轻度污染,138,330,100,209,29,102,2,44
兰州,2016-11-4,轻度污染,142,314,105,212,27,97,2,34
兰州,2016-11-5,轻度污染,137,281,102,206,30,100,2,30
兰州,2016-11-6,轻度污染,102,177,51,151,22,47,1,57
兰州,2016-11-7,轻度污染,122,318,54,191,14,31,1,64
兰州,2016-11-8,轻度污染,122,353,68,192,25,65,1,34
兰州,2016-11-9,轻度污染,121,345,71,191,29,73,2,37
兰州,2016-11-10,严重污染,500,366,192,949,32,88,2,47
兰州,2016-11-11,严重污染,400,367,134,558,33,78,2,31
兰州,2016-11-12,中度污染,155,336,90,259,47,83,2,36
兰州,2016-11-13,中度污染,154,305,106,255,48,95,2,30
兰州,2016-11-14,轻度污染,118,257,66,184,39,80,2,39
兰州,2016-11-15,轻度污染,130,308,95,205,38,103,2,43
兰州,2016-11-16,轻度污染,144,318,107,222,40,98,3,42
兰州,2016-11-17,中度污染,157,318,118,239,50,114,3,33
兰州,2016-11-18,严重污染,255,352,126,417,32,87,2,53
兰州,2016-11-19,重度污染,204,349,79,330,22,57,1,44
兰州,2016-11-20,中度污染,158,332,89,263,42,90,2,32
兰州,2016-11-21,轻度污染,103,318,44,153,24,33,1,51
兰州,2016-11-22,良,70,329,32,88,18,29,1,46
兰州,2016-11-23,良,82,328,47,112,35,47,1,32
兰州,2016-11-24,良,96,289,62,139,51,53,1,33
兰州,2016-11-25,轻度污染,121,296,62,188,39,48,1,37
兰州,2016-11-26,中度污染,196,349,109,339,40,75,2,31
兰州,2016-11-27,中度污染,158,337,106,261,48,86,3,32
兰州,2016-11-28,轻度污染,117,285,76,181,40,55,2,40
兰州,2016-11-29,良,97,228,49,143,29,50,1,49
兰州,2016-11-30,轻度污染,121,283,79,189,39,84,2,37
兰州,2016-12-1,轻度污染,133,289,97,201,49,94,3,33
兰州,2016-12-2,轻度污染,145,287,109,198,34,101,3,29
兰州,2016-12-3,中度污染,156,293,118,216,48,100,3,31
兰州,2016-12-4,中度污染,174,316,132,237,47,120,3,37
兰州,2016-12-5,轻度污染,102,206,54,146,25,59,1,44
兰州,2016-12-6,轻度污染,113,265,70,173,40,88,2,32
兰州,2016-12-7,轻度污染,125,232,91,189,48,100,3,34
兰州,2016-12-8,轻度污染,147,256,110,213,48,118,3,28
兰州,2016-12-9,轻度污染,137,287,102,193,43,98,3,27
兰州,2016-12-10,轻度污染,141,307,103,191,43,109,3,40
兰州,2016-12-11,中度污染,172,324,131,214,29,110,3,37
兰州,2016-12-12,轻度污染,112,228,74,167,24,66,2,29
兰州,2016-12-13,轻度污染,122,296,83,182,29,75,2,29
兰州,2016-12-14,轻度污染,105,306,73,155,30,78,2,23
兰州,2016-12-15,良,100,251,69,146,33,77,2,25
兰州,2016-12-16,轻度污染,126,262,93,174,34,95,3,30
兰州,2016-12-17,轻度污染,149,290,112,195,43,99,3,26
兰州,2016-12-18,中度污染,172,274,130,214,49,111,3,34
兰州,2016-12-19,中度污染,166,227,125,207,45,99,3,29
兰州,2016-12-20,重度污染,229,294,110,284,37,73,2,39
兰州,2016-12-21,重度污染,221,323,67,341,23,52,1,39
兰州,2016-12-22,轻度污染,145,320,75,238,39,77,2,16
兰州,2016-12-23,轻度污染,138,315,97,221,48,108,3,31
兰州,2016-12-24,轻度污染,115,288,85,167,41,81,2,42
兰州,2016-12-25,良,94,270,45,132,22,37,1,49
兰州,2016-12-26,良,74,281,34,97,20,33,1,55
兰州,2016-12-27,轻度污染,101,311,68,139,34,81,2,44
兰州,2016-12-28,良,91,253,61,126,35,70,2,34
兰州,2016-12-29,良,82,189,50,111,47,74,2,24
兰州,2016-12-30,轻度污染,113,216,84,151,48,85,3,29
兰州,2016-12-31,轻度污染,122,187,92,160,54,91,3,24
兰州,2017-1-1,良,95,110,68,126,43,73,2,22
兰州,2017-1-2,轻度污染,128,164,95,157,45,86,3,30
兰州,2017-1-3,轻度污染,142,170,107,178,52,102,3,29
兰州,2017-1-4,中度污染,181,240,138,210,57,122,4,31
兰州,2017-1-5,中度污染,171,278,129,201,48,109,3,34
兰州,2017-1-6,良,84,205,51,116,33,53,1,45
兰州,2017-1-7,良,73,204,47,91,31,65,2,36
兰州,2017-1-8,良,68,140,44,84,31,52,1,42
兰州,2017-1-9,良,53,89,31,56,28,41,1,50
兰州,2017-1-10,优,47,90,25,47,20,28,1,65
兰州,2017-1-11,良,77,199,52,91,31,61,2,28
兰州,2017-1-12,轻度污染,115,288,86,142,36,78,2,32
兰州,2017-1-13,轻度污染,128,309,96,163,41,84,2,33
兰州,2017-1-14,轻度污染,117,314,87,149,46,74,2,43
兰州,2017-1-15,良,87,248,55,119,39,56,1,53
兰州,2017-1-16,良,79,182,39,107,34,50,1,50
兰州,2017-1-17,良,67,122,39,83,30,45,1,52
兰州,2017-1-18,良,86,164,59,113,36,55,1,50
兰州,2017-1-19,严重污染,261,363,74,395,23,40,1,65
兰州,2017-1-20,轻度污染,138,349,71,224,38,63,2,35
兰州,2017-1-21,良,99,286,60,145,43,70,2,38
兰州,2017-1-22,良,86,210,54,118,45,70,2,40
兰州,2017-1-23,轻度污染,107,253,78,147,47,83,3,37
兰州,2017-1-24,轻度污染,124,260,93,167,56,91,3,39
兰州,2017-1-25,中度污染,171,283,122,420,38,77,2,45
兰州,2017-1-26,严重污染,370,355,213,1398,15,28,1,58
兰州,2017-1-27,中度污染,162,308,63,273,27,49,1,44
兰州,2017-1-28,中度污染,155,215,56,253,28,30,1,56
兰州,2017-1-29,轻度污染,102,234,35,152,18,27,1,66
兰州,2017-1-30,良,93,289,37,133,28,31,1,56
兰州,2017-1-31,良,86,263,39,120,27,37,1,52
兰州,2017-2-1,良,81,230,46,109,32,46,1,43
兰州,2017-2-2,良,89,221,63,115,19,45,2,50
兰州,2017-2-3,良,91,202,66,121,27,51,2,46
兰州,2017-2-4,良,88,175,59,121,29,68,2,49
兰州,2017-2-5,轻度污染,113,232,83,150,36,85,2,51
兰州,2017-2-6,轻度污染,101,242,62,144,30,38,1,46
兰州,2017-2-7,良,86,282,30,121,14,19,1,76
兰州,2017-2-8,良,63,238,33,71,14,29,1,68
兰州,2017-2-9,良,84,268,61,100,15,46,1,55
兰州,2017-2-10,良,55,106,30,58,24,34,1,70
兰州,2017-2-11,良,89,261,59,104,27,64,2,55
兰州,2017-2-12,轻度污染,125,285,93,152,28,81,2,49
兰州,2017-2-13,轻度污染,109,233,81,139,32,71,2,65
兰州,2017-2-14,良,87,142,61,114,25,72,2,52
兰州,2017-2-15,轻度污染,108,185,68,148,27,68,2,61
兰州,2017-2-16,轻度污染,132,275,50,211,23,42,1,54
兰州,2017-2-17,轻度污染,115,287,50,179,22,49,1,53
兰州,2017-2-18,轻度污染,117,273,66,181,31,72,2,53
兰州,2017-2-19,轻度污染,119,217,76,186,34,75,2,53
兰州,2017-2-20,中度污染,152,337,62,252,21,41,1,65
兰州,2017-2-21,中度污染,170,359,70,276,22,25,1,63
兰州,2017-2-22,轻度污染,117,322,52,182,23,32,1,66
兰州,2017-2-23,良,89,273,52,124,17,49,1,62
兰州,2017-2-24,良,90,275,64,121,16,51,1,71
兰州,2017-2-25,良,63,160,37,74,19,43,1,75
兰州,2017-2-26,良,71,178,46,90,24,50,1,77
兰州,2017-2-27,良,80,192,53,105,25,53,1,78
兰州,2017-2-28,良,92,210,34,125,16,33,1,90
兰州,2017-3-1,中度污染,171,357,50,259,11,42,1,78
兰州,2017-3-2,良,99,338,42,146,22,54,1,67
兰州,2017-3-3,轻度污染,101,329,46,150,23,57,1,67
兰州,2017-3-4,良,79,145,44,104,20,52,1,62
兰州,2017-3-5,良,59,120,30,62,12,35,1,81
兰州,2017-3-6,良,68,230,39,83,16,49,1,69
兰州,2017-3-7,良,59,169,30,64,17,40,1,88
兰州,2017-3-8,良,71,228,43,90,21,58,1,72
兰州,2017-3-9,良,70,166,43,88,25,50,1,66
兰州,2017-3-10,良,66,127,44,77,14,40,1,58
兰州,2017-3-11,良,65,150,45,72,15,35,1,88
兰州,2017-3-12,良,63,198,43,64,12,33,1,76
兰州,2017-3-13,良,64,265,43,66,15,32,1,81
兰州,2017-3-14,良,68,261,48,67,11,44,1,73
兰州,2017-3-15,良,78,266,56,89,12,53,1,79
兰州,2017-3-16,轻度污染,107,325,79,131,15,59,1,85
兰州,2017-3-17,良,69,170,45,82,10,34,1,76
兰州,2017-3-18,良,84,215,59,107,14,55,1,60
兰州,2017-3-19,良,66,161,46,71,8,39,1,76
兰州,2017-3-20,良,84,265,48,113,14,51,1,65
兰州,2017-3-21,良,72,214,41,91,11,47,1,65
兰州,2017-3-22,良,73,247,46,91,12,50,1,50
兰州,2017-3-23,良,68,237,40,83,8,29,1,70
兰州,2017-3-24,良,90,284,45,129,11,33,1,64
兰州,2017-3-25,良,91,290,32,129,9,25,1,83
兰州,2017-3-26,轻度污染,107,336,43,162,13,54,1,67
兰州,2017-3-27,轻度污染,120,340,54,179,18,56,1,71
兰州,2017-3-28,中度污染,191,363,84,309,12,41,1,64
兰州,2017-3-29,轻度污染,125,315,58,198,16,45,1,64
兰州,2017-3-30,良,59,118,28,67,9,29,1,83
兰州,2017-3-31,良,62,186,28,67,15,33,1,83
兰州,2017-4-1,良,76,217,34,100,13,55,1,66
兰州,2017-4-2,良,79,194,40,106,11,50,1,62
兰州,2017-4-3,良,69,103,45,83,8,46,1,54
兰州,2017-4-4,良,87,235,60,103,10,47,1,70
兰州,2017-4-5,良,98,279,55,138,14,66,1,72
兰州,2017-4-6,良,97,253,48,141,8,38,1,76
兰州,2017-4-7,轻度污染,129,324,66,206,12,31,1,70
兰州,2017-4-8,优,50,91,32,50,6,23,1,56
兰州,2017-4-9,良,57,226,39,58,6,31,1,49
兰州,2017-4-10,良,56,199,39,54,7,30,1,61
兰州,2017-4-11,良,60,196,37,67,8,46,1,57
兰州,2017-4-12,良,82,274,42,112,10,45,1,60
兰州,2017-4-13,良,87,282,47,119,13,54,1,70
兰州,2017-4-14,轻度污染,107,343,49,162,14,51,1,72
兰州,2017-4-15,良,61,75,34,71,5,34,1,81
兰州,2017-4-16,良,82,230,45,111,9,40,1,57
兰州,2017-4-17,中度污染,178,351,115,509,11,45,1,69
兰州,2017-4-18,严重污染,458,366,156,679,7,40,1,71
兰州,2017-4-19,良,70,153,32,85,5,21,0,92
兰州,2017-4-20,良,93,320,44,134,8,37,1,66
兰州,2017-4-21,轻度污染,140,362,57,228,8,47,1,67
兰州,2017-4-22,轻度污染,106,359,42,154,11,51,1,77
兰州,2017-4-23,良,92,328,35,120,13,56,1,86
兰州,2017-4-24,良,99,342,40,144,11,50,1,82
兰州,2017-4-25,良,65,205,30,67,6,19,0,106
兰州,2017-4-26,良,57,198,28,61,5,33,1,73
兰州,2017-4-27,良,73,286,36,87,7,46,1,75
兰州,2017-4-28,良,87,322,39,111,14,52,1,78
兰州,2017-4-29,良,91,280,41,110,16,54,1,88
兰州,2017-4-30,良,74,137,37,88,10,28,1,112
兰州,2017-5-1,良,94,275,41,119,14,52,1,95
兰州,2017-5-2,良,80,245,52,106,5,26,1,91
兰州,2017-5-3,中度污染,195,350,69,283,5,28,0,79
兰州,2017-5-4,严重污染,371,345,100,559,9,36,1,78
兰州,2017-5-5,严重污染,422,362,191,759,7,28,0,81
兰州,2017-5-6,中度污染,198,310,88,286,10,46,1,69
兰州,2017-5-7,良,82,169,47,109,5,32,1,82
兰州,2017-5-8,良,84,253,42,102,12,46,1,91
兰州,2017-5-9,轻度污染,105,347,47,157,10,43,1,83
兰州,2017-5-10,轻度污染,120,353,61,187,10,55,1,51
兰州,2017-5-11,良,70,181,30,81,9,39,1,82
兰州,2017-5-12,良,97,294,37,120,11,55,1,81
兰州,2017-5-13,轻度污染,106,337,47,159,19,61,1,72
兰州,2017-5-14,良,67,193,27,57,4,22,1,111
兰州,2017-5-15,良,61,198,27,63,9,36,1,79
兰州,2017-5-16,良,73,273,35,86,10,45,1,74
兰州,2017-5-17,良,79,222,39,101,12,50,1,79
兰州,2017-5-18,良,64,103,30,65,9,38,1,87
兰州,2017-5-19,良,90,247,38,108,11,52,1,94
兰州,2017-5-20,良,71,193,39,89,6,32,1,88
兰州,2017-5-21,轻度污染,114,331,53,164,9,23,0,91
兰州,2017-5-22,轻度污染,109,331,68,162,4,21,0,80
兰州,2017-5-23,良,69,330,36,86,5,23,0,96
兰州,2017-5-24,良,69,281,37,85,11,31,1,97
兰州,2017-5-25,良,71,238,35,86,9,38,1,81
兰州,2017-5-26,良,83,258,37,95,7,48,1,90
兰州,2017-5-27,良,86,209,35,102,9,54,1,84
兰州,2017-5-28,良,86,170,33,92,9,46,1,104
兰州,2017-5-29,轻度污染,107,294,58,161,9,38,1,127
兰州,2017-5-30,轻度污染,131,357,62,207,13,52,1,106
兰州,2017-5-31,轻度污染,115,327,62,177,13,50,1,82
兰州,2017-6-1,良,83,262,43,102,6,36,1,110
兰州,2017-6-2,良,88,266,47,123,8,46,1,81
兰州,2017-6-3,良,66,223,46,72,8,36,1,88
兰州,2017-6-4,良,56,168,37,50,7,29,1,80
兰州,2017-6-5,良,58,256,29,51,5,39,1,76
兰州,2017-6-6,良,60,297,30,53,6,39,1,75
兰州,2017-6-7,良,67,242,32,70,10,36,1,86
兰州,2017-6-8,良,65,210,30,61,9,39,1,79
兰州,2017-6-9,良,56,180,26,45,5,30,1,89
兰州,2017-6-10,良,77,298,41,100,8,44,1,74
兰州,2017-6-11,良,84,313,36,106,7,43,1,76
兰州,2017-6-12,良,79,302,34,93,9,48,1,76
兰州,2017-6-13,良,61,231,29,67,5,37,1,80
兰州,2017-6-14,良,58,200,29,63,6,32,1,65
兰州,2017-6-15,良,61,175,34,69,11,30,1,84
兰州,2017-6-16,良,83,242,37,81,10,44,1,99
兰州,2017-6-17,良,85,227,39,94,10,50,1,91
兰州,2017-6-18,良,76,231,38,84,9,43,1,92
兰州,2017-6-19,良,85,299,41,115,10,53,1,74
兰州,2017-6-20,良,69,257,32,74,7,42,1,79
兰州,2017-6-21,良,58,175,26,56,5,35,1,82
兰州,2017-6-22,良,90,343,32,91,13,43,1,95
兰州,2017-6-23,良,89,344,35,125,8,25,0,86
兰州,2017-6-24,良,79,318,30,93,12,46,1,77
兰州,2017-6-25,良,89,325,32,101,11,49,1,93
兰州,2017-6-26,良,88,294,28,90,9,47,1,105
兰州,2017-6-27,良,75,238,31,83,7,39,1,105
兰州,2017-6-28,良,76,250,36,84,8,33,1,108
兰州,2017-6-29,良,78,254,33,80,6,44,1,96
兰州,2017-6-30,良,74,252,26,72,7,42,1,100
兰州,2017-7-1,良,74,256,24,63,6,38,1,108
兰州,2017-7-2,良,77,282,28,95,6,28,1,94
兰州,2017-7-3,良,56,207,19,43,8,25,1,100
兰州,2017-7-4,良,78,288,32,89,11,50,1,79
兰州,2017-7-5,优,48,155,23,49,6,35,1,65
兰州,2017-7-6,良,73,310,29,73,15,46,1,79
兰州,2017-7-7,良,81,331,30,83,14,56,1,81
兰州,2017-7-8,良,81,316,34,110,16,53,1,73
兰州,2017-7-9,良,64,279,21,67,8,30,1,99
兰州,2017-7-10,良,73,274,24,82,6,41,1,100
兰州,2017-7-11,良,94,301,28,93,8,47,1,112
兰州,2017-7-12,良,94,314,30,96,14,52,1,100
兰州,2017-7-13,良,73,261,35,82,5,36,1,111
兰州,2017-7-14,良,78,313,30,93,7,39,1,96
兰州,2017-7-15,良,75,321,24,76,6,38,1,101
兰州,2017-7-16,良,80,331,26,69,5,35,1,103
兰州,2017-7-17,良,70,298,25,56,5,28,1,113
兰州,2017-7-18,良,75,310,28,68,8,36,1,108
兰州,2017-7-19,良,79,323,29,83,8,41,1,98
兰州,2017-7-20,轻度污染,147,365,68,213,7,18,1,100
兰州,2017-7-21,良,65,295,24,68,6,26,1,95
兰州,2017-7-22,良,78,316,32,104,8,15,0,91
兰州,2017-7-23,良,54,163,19,57,12,17,1,78
兰州,2017-7-24,良,52,140,19,52,10,16,0,95
兰州,2017-7-25,良,64,220,31,60,5,27,1,87
兰州,2017-7-26,优,48,99,26,48,7,20,1,68
兰州,2017-7-27,优,41,63,11,23,4,20,0,82
兰州,2017-7-28,优,49,113,18,35,5,25,1,87
兰州,2017-7-29,良,69,280,26,66,9,40,1,77
兰州,2017-7-30,良,86,316,31,82,9,45,1,89
兰州,2017-7-31,良,80,288,23,83,5,34,1,100
兰州,2017-8-1,良,83,317,37,115,6,21,1,86
兰州,2017-8-2,良,84,350,34,78,8,40,1,92
兰州,2017-8-3,良,82,336,28,108,13,43,1,78
兰州,2017-8-4,良,68,253,24,60,4,26,1,110
兰州,2017-8-5,良,59,200,23,61,6,39,1,59
兰州,2017-8-6,良,52,161,21,54,5,36,1,50
兰州,2017-8-7,优,50,150,21,47,7,29,1,85
兰州,2017-8-8,良,61,270,25,67,7,42,1,62
兰州,2017-8-9,良,63,271,20,64,8,41,1,73
兰州,2017-8-10,良,81,301,28,93,17,47,1,82
兰州,2017-8-11,良,74,268,24,82,9,43,1,79
兰州,2017-8-12,良,57,229,20,59,11,30,1,80
兰州,2017-8-13,良,53,225,22,47,5,29,1,80
兰州,2017-8-14,良,73,327,26,83,9,46,1,74
兰州,2017-8-15,良,70,291,25,78,7,44,1,75
兰州,2017-8-16,良,70,287,25,85,8,44,1,68
